OSM_ID	Series	Assay	Value	Qualifier	PfaI EC50 (Inh)	Pfal IC50 (GSK)	Pfal IC50 (Syngene)	Pfal IC50 (Dundee)	Pfal IC50 (Avery)	Pfal (K1) IC50 (Avery)	Pfal IC50 (Ralph)	Pfal IC50 (Guy)	Pfal (K1) IC50 (Guy)	Pfal IC50 (Batra)	Pfal (K1) IC50 (Batra)	Pfal (3D7) IC50 (Broad)	Pfal (Dd2) IC50 (Broad)	Canonical_Smiles	InChIKey
OSM-S-9	1	Pfal IC50 (Ralph)	0.023	=		0.047			0.047	0.066	0.023							CC(=O)N(C1=NC(=O)\C(=C\c2cc(C)n(c2C)c3ccc(F)cc3)\S1)c4ccccc4	WFLINPFRLHPFGO-HMAPJEAMSA-N
OSM-S-91	1	Pfal IC50 (Avery)	11.3	=					11.3									CN(C)C(=O)COC(=O)c1cc(C)n(c1C)c2ccc(F)cc2	UBASAKWAWFZWGG-UHFFFAOYSA-N
OSM-S-95	1	Pfal IC50 (Avery)	4.8	=					4.8									Cc1cc(CNC2CCN(Cc3ccccc3)CC2)c(C)n1c4ccc(F)cc4	OBFANJWJASKEMA-UHFFFAOYSA-N
OSM-S-66	2	Pfal IC50 (Avery)	40	>					>40									C(Sc1nc[nH]n1)c2ccccc2	IQQYSQRJFHUASD-UHFFFAOYSA-N
OSM-E-23	3	Pfal IC50 (Syngene)	18.5	=			18.5											NS(=O)(=O)C1=CC(CC=C1)c2cc3ncnc(NCCCO)c3s2	JMGQLUQOLFPKPG-UHFFFAOYSA-N
OSM-E-24	3	Pfal IC50 (Syngene)	50	>			>50											Nc1ncnc2cc(sc12)C3CC=CC(=C3)S(=O)(=O)N4CCCC4	WJXQKMZKHUBIMH-UHFFFAOYSA-N
OSM-E-25	3	Pfal IC50 (Syngene)	50	>			>50											Cc1c(sc2c(N)ncnc12)c3cccc(c3)S(=O)(=O)N	JIUOPNISLOOEPA-UHFFFAOYSA-N
OSM-E-26	3	Pfal IC50 (Syngene)	50	>			>50											CC1C=CC(=CC1c2sc3c(N)ncnc3c2C)S(=O)(=O)N	OTALAHLJTGALQU-UHFFFAOYSA-N
OSM-E-27	3	Pfal IC50 (Syngene)	50	>			>50											NS(=O)(=O)c1cccc(c1)c2cc3ncnc(NCCO)c3s2	MMGBHQAWBVFGDD-UHFFFAOYSA-N
OSM-E-32	3	Pfal IC50 (Dundee)	50	>				>50										Cc1ccc(cc1c2cc3ncnc(N)c3s2)S(=O)(=O)N	CEKVBYOWKFYMGL-UHFFFAOYSA-N
OSM-S-106	3	Pfal IC50 (GSK)	0.088	=		0.088		0.13	0.036									Nc1ncnc2cc(sc12)c3cccc(c3)S(=O)(=O)N	MQMXDJVOZKMSNT-UHFFFAOYSA-N
OSM-S-106	3	Pfal IC50 (Dundee)	0.13	=		0.088		0.13	0.036									Nc1ncnc2cc(sc12)c3cccc(c3)S(=O)(=O)N	MQMXDJVOZKMSNT-UHFFFAOYSA-N
OSM-S-106	3	Pfal IC50 (Avery)	0.036	=		0.088		0.13	0.036									Nc1ncnc2cc(sc12)c3cccc(c3)S(=O)(=O)N	MQMXDJVOZKMSNT-UHFFFAOYSA-N
OSM-S-118	3	Pfal IC50 (Avery)	40	>					>40									c1ccc(cc1)c2ncnc3ccsc23	ROUKINVYJAEUCD-UHFFFAOYSA-N
OSM-S-119	3	Pfal IC50 (Avery)	40	>					>40									Brc1sc2c(ncnc2c1Br)c3ccccc3	MHSGERTZTNZZKP-UHFFFAOYSA-N
OSM-S-120	3	Pfal IC50 (Avery)	40	>					>40									Brc1cc2ncnc(c3ccccc3)c2s1	TUFQXFIDQNLCGQ-UHFFFAOYSA-N
OSM-S-122	3	Pfal IC50 (Avery)	40	>					>40									c1ccc(cc1)c2cc3ncnc(c4ccccc4)c3s2	QDXZKUSOZDDGPU-UHFFFAOYSA-N
OSM-S-123	3	Pfal IC50 (Avery)	40	>					>40									Nc1ncnc2cc(sc12)c3ccccc3	WQVHTLKGGYMXIO-UHFFFAOYSA-N
OSM-S-125	3	Pfal IC50 (Avery)	40	>					>40									Brc1cc2ncnc(N3CCOCC3)c2s1	WUXPEHRGQLOSNM-UHFFFAOYSA-N
OSM-S-129	3	Pfal IC50 (Avery)	40	>					>40									Nc1ncnc2cc(sc12)c3ccc(cc3)S(=O)(=O)N	NPCFGALHIPAZAV-UHFFFAOYSA-N
OSM-S-130	3	Pfal IC50 (Avery)	40	>					>40									CN(C)C(=O)c1ccc(cc1)c2cc3ncnc(N)c3s2	XJSSUNQWKKUSSC-UHFFFAOYSA-N
OSM-S-131	3	Pfal IC50 (Avery)	40	>					>40									COc1ccc(cc1)c2cc3ncnc(N)c3s2	DRUQZXVTFOTIEO-UHFFFAOYSA-N
OSM-S-132	3	Pfal IC50 (Avery)	40	>					>40									Nc1ncnc2cc(sc12)c3ccc(cc3)C(=O)N4CCOCC4	KOSDTDDFEYEHDU-UHFFFAOYSA-N
OSM-S-134	3	Pfal IC50 (Avery)	40	>					>40									CN1CCN(CC1)C(=O)c2ccc(cc2)c3cc4ncnc(N)c4s3	OUPUOWHKLRDGOE-UHFFFAOYSA-N
OSM-S-135	3	Pfal IC50 (Avery)	40	>					>40									NC(=O)c1cccc(c1)c2cc3ncnc(N)c3s2	YWVZUIYPEKTRTJ-UHFFFAOYSA-N
OSM-S-136	3	Pfal IC50 (Avery)	15	=					15									Fc1ccc(CN2CCN(CC2)c3ncnc4cc(Br)sc34)cc1	DQEWYYDIDSUSJB-UHFFFAOYSA-N
OSM-S-137	3	Pfal IC50 (Dundee)	6.875	=				6.875	1.7									NS(=O)(=O)c1cccc(c1)c2cc3ncnc(N4CCN(Cc5ccc(F)cc5)CC4)c3s2	OWXZZWFFXSEZNL-UHFFFAOYSA-N
OSM-S-137	3	Pfal IC50 (Avery)	1.7	=				6.875	1.7									NS(=O)(=O)c1cccc(c1)c2cc3ncnc(N4CCN(Cc5ccc(F)cc5)CC4)c3s2	OWXZZWFFXSEZNL-UHFFFAOYSA-N
OSM-S-142	3	Pfal IC50 (GSK)	5	>		>5												CN1CCN(CC1)C(=O)c2cccc(c2)c3cc4ncnc(N)c4s3	USHWEAINWXCOHP-UHFFFAOYSA-N
OSM-S-145	3	Pfal IC50 (Dundee)	25	>				>25										CN(C)c1ncnc2cc(sc12)c3cccc(c3)S(=O)(=O)N	CGTVWFYTOADSRO-UHFFFAOYSA-N
OSM-S-488	3	Pfal IC50 (Syngene)	50	>			>50											CNS(=O)(=O)C1=CC(CC=C1)c2cc3ncnc(N)c3s2	JKCCHEYITLJPCL-UHFFFAOYSA-N
OSM-S-489	3	Pfal IC50 (Syngene)	50	>			>50											CN(C)S(=O)(=O)C1=CC(CC=C1)c2cc3ncnc(N)c3s2	KNJTYVZQHQMSEV-UHFFFAOYSA-N
OSM-S-493	3	Pfal IC50 (Avery)	40	>					>40									C1CN(CCO1)c2ncnc3ccsc23	ZEWWLZDNTOZATC-UHFFFAOYSA-N
OSM-S-590	3	Pfal IC50 (Avery)	0.231	=					0.231									O=C(NCCN1CCCCC1)N2CCCN(CC2)c3ncnc4cc(sc34)c5ccccc5	RXUDNOCUZUCOGS-UHFFFAOYSA-N
OSM-S-606	3	Pfal IC50 (Dundee)	25	>				>25										Nc1ncnc2c(c[nH]c12)c3cccc(c3)S(=O)(=O)N	AZDIWLYPDODQNA-UHFFFAOYSA-N
OSM-S-641	3	Pfal IC50 (Dundee)	25	>				>25										COc1cccc(c1)c2cc3ncnc(SCC(=O)O)c3s2	DYCCEQUNLMNCFJ-UHFFFAOYSA-N
OSM-S-642	3	Pfal IC50 (Dundee)	25	>				>25										CC(=O)c1ccc(cn1)c2cc3ncnc(SCC(=O)O)c3s2	LGDNGRNEECNYDP-UHFFFAOYSA-N
OSM-S-643	3	Pfal IC50 (Dundee)	25	>				>25										CSc1cccc(c1)c2cc3c(SCC(=O)O)ncnc3s2	MNWOYBNZZSNGOO-UHFFFAOYSA-N
OSM-S-644	3	Pfal IC50 (Dundee)	25	>				>25										OC(=O)CSc1ncnc2cc(sc12)c3cccc(OC(F)(F)F)c3	LVPPRPZWXKYNRR-UHFFFAOYSA-N
OSM-S-645	3	Pfal IC50 (Dundee)	18.45	=				18.45										CC(=O)Nc1cccc(c1)c2cc3ncnc(SCC(=O)O)c3s2	QITKDVLQZKEZLA-UHFFFAOYSA-N
OSM-S-646	3	Pfal IC50 (Dundee)	25	>				>25										OC(=O)CSc1ncnc2cc(sc12)c3cccs3	AWGWMRKFZPUBMU-UHFFFAOYSA-N
OSM-S-647	3	Pfal IC50 (Dundee)	25	>				>25										OC(=O)CSc1ncnc2cc(sc12)c3cccc(c3)N4CCOCC4	YNGXIFAWCXNJLT-UHFFFAOYSA-N
OSM-S-648	3	Pfal IC50 (Dundee)	25	>				>25										CS(=O)(=O)c1cccc(c1)c2cc3ncnc(SCC(=O)O)c3s2	BTGDYEPQMXMGFI-UHFFFAOYSA-N
OSM-S-649	3	Pfal IC50 (Dundee)	25	>				>25										Nc1ncnc2cc(sc12)c3cccc(c3)C(=O)O	JYCLMKQWHKSRJT-UHFFFAOYSA-N
OSM-S-65	3	Pfal IC50 (Avery)	40	>					>40									Oc1ncnc2cc(I)sc12	YNWYDHQWPQXICN-UHFFFAOYSA-N
OSM-S-69	3	Pfal IC50 (Avery)	40	>					>40									COC(=O)c1sccc1NC=O	LBYBTIGBOUMNTH-UHFFFAOYSA-N
OSM-S-70	3	Pfal IC50 (Avery)	40	>					>40									Clc1ncnc2ccsc12	TWTODSLDHCDLDR-UHFFFAOYSA-N
OSM-S-71	3	Pfal IC50 (Avery)	40	>					>40									Nc1ncnc2ccsc12	QIZMFTNGJPBSBT-UHFFFAOYSA-N
OSM-S-72	3	Pfal IC50 (Avery)	40	>					>40									O=S(=O)(Nc1ncnc2sc(cc12)c3ccccc3)c4ccccc4	RVVYQPLURRLHLR-UHFFFAOYSA-N
OSM-S-73	3	Pfal IC50 (Avery)	40	>					>40									Cc1ccc(Nc2ncnc3ccsc23)cc1S(=O)=O	ANUSJERLXROAHO-UHFFFAOYSA-N
OSM-S-75	3	Pfal IC50 (Avery)	40	>					>40									COc1ccc(cc1)S(=O)(=O)N2CCC(CC2)Nc3ncnc4ccsc34	AIOKEIOAHBEYFV-UHFFFAOYSA-N
OSM-S-76	3	Pfal IC50 (Avery)	40	>					>40									C[C@H](Nc1ncnc2ccsc12)c3cccc(c3)S(=O)(=O)N	BTENSVAFLZSYCS-VIFPVBQESA-N
OSM-S-77	3	Pfal IC50 (Avery)	40	>					>40									CCOc1ccc(Nc2ncnc3ccsc23)cc1S(=O)(=O)N(C)C	AFXZPMPMWGUDRD-UHFFFAOYSA-N
OSM-S-78	3	Pfal IC50 (Avery)	40	>					>40									NS(=O)(=O)c1ccc(CNc2nc(nc3ccccc23)c4ccsc4)cc1	XAYZAAZFNXFGQQ-UHFFFAOYSA-N
OSM-S-79	3	Pfal IC50 (Avery)	40	>					>40									NS(=O)(=O)c1cccc(CNc2ncnc3ccsc23)c1	MONLYHVADJHNFV-UHFFFAOYSA-N
OSM-S-175	4	Pfal IC50 (Dundee)	0.451	=	0.1404			0.451										FC(F)Oc1ccc(cc1)c2nnc3cncc(C(=O)Nc4ccnc(c4)C(F)(F)F)n23	UEOZBGRWGZEYED-UHFFFAOYSA-N
OSM-S-177	4	Pfal IC50 (Dundee)	10	>	>10			>10										FC(F)Oc1ccc(cc1)c2nnc3cncc(C(=O)N4Cc5ccccc5C4)n23	ZTZAUSYERGBZNZ-UHFFFAOYSA-N
OSM-S-187	4	Pfal IC50 (GSK)	0.534	=		0.534												N#Cc1ccc(cc1)c2nnc3cncc(OCCc4ccccc4)n23	ZUPHNBXHMXOSSS-UHFFFAOYSA-N
OSM-S-189	4	Pfal IC50 (GSK)	0.309	=		0.309												Clc1ccccc1CCOc2cncc3nnc(c4ccc(cc4)C#N)n23	DQNFHRXLTAOFIL-UHFFFAOYSA-N
OSM-S-201	4	Pfal IC50 (GSK)	5	>	>5	>5		4.191										Cc1c(Cl)cccc1NC(=O)c2cncc3nnc(c4ccc(OC(F)F)cc4)n23	IVENWLQUYSRINV-UHFFFAOYSA-N
OSM-S-201	4	Pfal IC50 (Dundee)	4.191	=	>5	>5		4.191										Cc1c(Cl)cccc1NC(=O)c2cncc3nnc(c4ccc(OC(F)F)cc4)n23	IVENWLQUYSRINV-UHFFFAOYSA-N
OSM-S-202	4	Pfal IC50 (GSK)	0.242	=	0.18	0.242												FC(F)Oc1ccc(cc1)c2nnc3cncc(C(=O)Nc4cccc(Cl)c4)n23	AJGOFYWOTIIYLR-UHFFFAOYSA-N
OSM-S-204	4	Pfal IC50 (Syngene)	0.702	=			0.702	1.002										FC(F)Oc1ccc(cc1)c2nnc3cncc(C(=O)Nc4cccc(Cl)c4F)n23	WBRLFZGDBUVKSB-UHFFFAOYSA-N
OSM-S-204	4	Pfal IC50 (Dundee)	1.002	=			0.702	1.002										FC(F)Oc1ccc(cc1)c2nnc3cncc(C(=O)Nc4cccc(Cl)c4F)n23	WBRLFZGDBUVKSB-UHFFFAOYSA-N
OSM-S-206	4	Pfal IC50 (GSK)	0.309	=		0.309												FC(F)Oc1ccc(cc1)c2nnc3cncc(C(=O)Nc4cc(cc(c4)C(F)(F)F)C(F)(F)F)n23	GCJUFPUQPKTUOT-UHFFFAOYSA-N
OSM-S-208;OSM-S-218;OSM-S-416	4	Pfal IC50 (GSK)	0.207	=	0.04	0.207		0.146, 1.13;0.43										COC(COc1cncc2nnc(c3ccc(cc3)C#N)n12)c4ccc(F)c(F)c4	PERKBMZWWUEZNJ-UHFFFAOYSA-N
OSM-S-208;OSM-S-218;OSM-S-416	4	Pfal IC50 (Dundee)	0.146	=	0.04	0.207		0.146, 1.13;0.43										COC(COc1cncc2nnc(c3ccc(cc3)C#N)n12)c4ccc(F)c(F)c4	PERKBMZWWUEZNJ-UHFFFAOYSA-N
OSM-S-208;OSM-S-218;OSM-S-416	4	Pfal IC50 (Dundee)	1.13	=	0.04	0.207		0.146, 1.13;0.43										COC(COc1cncc2nnc(c3ccc(cc3)C#N)n12)c4ccc(F)c(F)c4	PERKBMZWWUEZNJ-UHFFFAOYSA-N
OSM-S-208;OSM-S-218;OSM-S-416	4	Pfal IC50 (Dundee)	0.43	=	0.04	0.207		0.146, 1.13;0.43										COC(COc1cncc2nnc(c3ccc(cc3)C#N)n12)c4ccc(F)c(F)c4	PERKBMZWWUEZNJ-UHFFFAOYSA-N
OSM-S-254	4	Pfal IC50 (Syngene)	0.391	=			0.391	0.966										Cc1ccc(Cl)cc1NC(=O)c2cncc3nnc(c4ccc(OC(F)F)cc4)n23	QKXZFYOMVFGRGS-UHFFFAOYSA-N
OSM-S-254	4	Pfal IC50 (Dundee)	0.966	=			0.391	0.966										Cc1ccc(Cl)cc1NC(=O)c2cncc3nnc(c4ccc(OC(F)F)cc4)n23	QKXZFYOMVFGRGS-UHFFFAOYSA-N
OSM-S-255	4	Pfal IC50 (Syngene)	10	>			>10											COc1ccc(cc1)c2nnc3cncc(C(=O)Nc4cccc(Cl)c4C)n23	LIAWHOKMZQICES-UHFFFAOYSA-N
OSM-S-256	4	Pfal IC50 (Syngene)	5.66	=			5.66											COc1ccc(cc1)c2nnc3cncc(C(=O)Nc4cccc(Cl)c4F)n23	FWGBPGUTIFKBOZ-UHFFFAOYSA-N
OSM-S-257	4	Pfal IC50 (Syngene)	1.06	=			1.06											COc1ccc(cc1)c2nnc3cncc(C(=O)Nc4cc(Cl)ccc4C)n23	NFXWTMUWMZSIFL-UHFFFAOYSA-N
OSM-S-258	4	Pfal IC50 (Syngene)	10	>			>10											Clc1ccccc1CCOc2cncc3nnc(c4ccncc4)n23	ONSVYVKJKRCBFG-UHFFFAOYSA-N
OSM-S-259	4	Pfal IC50 (Syngene)	0.452	=			0.452											Fc1ccc(COc2cncc3nnc(c4ccc(Cl)cc4)n23)cc1F	RFVLCVGXWWXLGJ-UHFFFAOYSA-N
OSM-S-260	4	Pfal IC50 (Syngene)	0.281	=			0.281											FC(F)Oc1ccc(cc1)c2nnc3cncc(OCCc4ccc(F)c(F)c4)n23	DEEWBVYNQGALDU-UHFFFAOYSA-N
OSM-S-262	4	Pfal IC50 (Syngene)	10	>			>10											Clc1cccc(NC(=O)c2cncc3nnc(c4ccccn4)n23)c1	GCBSUHZLELOHDM-UHFFFAOYSA-N
OSM-S-263	4	Pfal IC50 (Syngene)	10	>			>10											Clc1cccc(NC(=O)c2cncc3nnc(c4cccnc4)n23)c1	AQSNHWMTHMLNFL-UHFFFAOYSA-N
OSM-S-265	4	Pfal IC50 (Syngene)	0.285	=			0.285											COC(COc1cncc2nnc(c3ccc(cc3)C#N)n12)c4ccccc4	QAGSTSUWCMAMBB-UHFFFAOYSA-N
OSM-S-271	4	Pfal IC50 (Syngene)	0.234	=			0.234											FC(F)(F)Oc1ccc(cc1)c2nnc3cncc(C(=O)Nc4cccc(Cl)c4)n23	KPPYAXXEDYTONY-UHFFFAOYSA-N
OSM-S-272	4	Pfal IC50 (Dundee)	0.143	=	0.038			0.143								0.0493	0.0447	Fc1ccc(CCOc2cncc3nnc(c4ccc(Cl)cc4)n23)cc1F	PMHUSEXABGDNGS-UHFFFAOYSA-N
OSM-S-272	4	Pfal (3D7) IC50 (Broad)	0.0493	=	0.038			0.143								0.0493	0.0447	Fc1ccc(CCOc2cncc3nnc(c4ccc(Cl)cc4)n23)cc1F	PMHUSEXABGDNGS-UHFFFAOYSA-N
OSM-S-272	4	Pfal (Dd2) IC50 (Broad)	0.0447	=	0.038			0.143								0.0493	0.0447	Fc1ccc(CCOc2cncc3nnc(c4ccc(Cl)cc4)n23)cc1F	PMHUSEXABGDNGS-UHFFFAOYSA-N
OSM-S-275	4	Pfal IC50 (Syngene)	5	>			>5											OC(COc1cncc2nnc(C3CCCCC3)n12)c4ccccc4	LWDWZIVAQMSZHL-UHFFFAOYSA-N
OSM-S-276	4	Pfal IC50 (Syngene)	10	>			>10											CCc1nnc2cncc(OCC(O)c3ccccc3)n12	ZMELTVBBQIUHNR-UHFFFAOYSA-N
OSM-S-277	4	Pfal IC50 (Syngene)	5	>			>5											OC(COc1cncc2nnc(c3ccccc3)n12)c4ccccc4	HQWUAOFYEUBLBZ-UHFFFAOYSA-N
OSM-S-278	4	Pfal IC50 (Syngene)	3.462	=			3.462, 3.665	4.867										OC(COc1cncc2nnc(c3ccc(nc3)C(F)(F)F)n12)c4ccccc4	YUTTVQUFLHMVCQ-UHFFFAOYSA-N
OSM-S-278	4	Pfal IC50 (Syngene)	3.665	=			3.462, 3.665	4.867										OC(COc1cncc2nnc(c3ccc(nc3)C(F)(F)F)n12)c4ccccc4	YUTTVQUFLHMVCQ-UHFFFAOYSA-N
OSM-S-278	4	Pfal IC50 (Dundee)	4.867	=			3.462, 3.665	4.867										OC(COc1cncc2nnc(c3ccc(nc3)C(F)(F)F)n12)c4ccccc4	YUTTVQUFLHMVCQ-UHFFFAOYSA-N
OSM-S-279	4	Pfal IC50 (Syngene)	0.264	=			0.264, 0.265	0.364										OC(COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccccc4	GEHCMLKWLSBHDX-UHFFFAOYSA-N
OSM-S-279	4	Pfal IC50 (Syngene)	0.265	=			0.264, 0.265	0.364										OC(COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccccc4	GEHCMLKWLSBHDX-UHFFFAOYSA-N
OSM-S-279	4	Pfal IC50 (Dundee)	0.364	=			0.264, 0.265	0.364										OC(COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccccc4	GEHCMLKWLSBHDX-UHFFFAOYSA-N
OSM-S-280	4	Pfal IC50 (Syngene)	10	>			>10											COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12	DEPSYKMVBIYBIU-UHFFFAOYSA-N
OSM-S-281	4	Pfal IC50 (Syngene)	10	>			>10											CN[C@@H](COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccccc4	NXAYCBUWEUBZHA-KRWDZBQOSA-N
OSM-S-283	4	Pfal IC50 (Syngene)	1.502	=			1.502, 2.498											NC(COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccccc4	APNVCAYADQJJBZ-UHFFFAOYSA-N
OSM-S-283	4	Pfal IC50 (Syngene)	2.498	=			1.502, 2.498											NC(COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccccc4	APNVCAYADQJJBZ-UHFFFAOYSA-N
OSM-S-291	4	Pfal IC50 (Syngene)	5	>			>5											Clc1ccccc1c2nnc3cncc(OCCc4ccccc4)n23	KVOZVIJYWCGSOW-UHFFFAOYSA-N
OSM-S-292	4	Pfal IC50 (Syngene)	2.5	>			>2.5											Clc1cccc(c1)c2nnc3cncc(OCCc4ccccc4)n23	CEOXEGPHOBLFBL-UHFFFAOYSA-N
OSM-S-293	4	Pfal IC50 (Syngene)	0.0574	=			0.0574	0.166										Clc1ccc(cc1)c2nnc3cncc(OCCc4ccccc4)n23	VURCFSOLNXCMTN-UHFFFAOYSA-N
OSM-S-293	4	Pfal IC50 (Dundee)	0.166	=			0.0574	0.166										Clc1ccc(cc1)c2nnc3cncc(OCCc4ccccc4)n23	VURCFSOLNXCMTN-UHFFFAOYSA-N
OSM-S-294	4	Pfal IC50 (Syngene)	1.599	=			1.599	1.42										C(Cc1ccccc1)Oc2cncc3nnc(c4ccccc4)n23	YRTHPBSIEMFKFB-UHFFFAOYSA-N
OSM-S-294	4	Pfal IC50 (Dundee)	1.42	=			1.599	1.42										C(Cc1ccccc1)Oc2cncc3nnc(c4ccccc4)n23	YRTHPBSIEMFKFB-UHFFFAOYSA-N
OSM-S-295	4	Pfal IC50 (Syngene)	5	>			>5											Fc1cc(F)cc(c1)c2nnc3cncc(OCCc4ccccc4)n23	OKECEFJCMLFHAN-UHFFFAOYSA-N
OSM-S-296	4	Pfal IC50 (Syngene)	1.014	=			1.014											C(Cc1ccccc1)Oc2cncc3nnc(c4ccc5OCOc5c4)n23	MMRQZVYZGCDPOA-UHFFFAOYSA-N
OSM-S-297	4	Pfal IC50 (Syngene)	0.415	=			0.415											C(Cc1ccccc1)Oc2cncc3nnc(c4ccc5ccccc5c4)n23	SUHQKLHRXHBOST-UHFFFAOYSA-N
OSM-S-298	4	Pfal IC50 (Syngene)	10	>			>10											Fc1cc(F)cc(c1)c2nnc3cncc(OCc4ccccn4)n23	NQPLGASHZCSICG-UHFFFAOYSA-N
OSM-S-299	4	Pfal IC50 (Syngene)	10	>			>10											C(Oc1cncc2nnc(c3ccc4OCOc4c3)n12)c5ccccn5	UEDVUGBYRDYVEK-UHFFFAOYSA-N
OSM-S-300	4	Pfal IC50 (Syngene)	10	>			>10											C(Oc1cncc2nnc(c3ccc4ccccc4c3)n12)c5ccccn5	GPNQKUMRVTXOHH-UHFFFAOYSA-N
OSM-S-301	4	Pfal IC50 (Syngene)	5	>			>5											FC(F)Oc1ccc(cc1)c2nnc3cncc(OCc4ccccn4)n23	APPUFQJFODJHGW-UHFFFAOYSA-N
OSM-S-346	4	Pfal IC50 (Syngene)	0.702	=			0.702											CC(Oc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccc(Cl)c(Cl)c4	ILDZQTSEZGQWFR-UHFFFAOYSA-N
OSM-S-347	4	Pfal IC50 (Syngene)	0.529	=			0.529											FC(F)Oc1ccc(cc1)c2nnc3cncc(OCc4ccc(Cl)c(Cl)c4)n23	CSHOSFVEVPHTHZ-UHFFFAOYSA-N
OSM-S-348	4	Pfal IC50 (Syngene)	1.636	=			1.636											FC(F)Oc1ccc(cc1)c2nnc3cncc(OCc4ccc(Cl)cc4)n23	ROAUWAVERUYYHI-UHFFFAOYSA-N
OSM-S-349	4	Pfal IC50 (Syngene)	0.582	=			0.582											Fc1ccc(cc1F)c2nnc3cncc(OCCc4ccccc4)n23	DNQWZOZQWWSJTR-UHFFFAOYSA-N
OSM-S-350	4	Pfal IC50 (Syngene)	0.709	=			0.709											Clc1ccc(cc1Cl)c2nnc3cncc(OCCc4ccccc4)n23	DJLRRTBQGVDDPH-UHFFFAOYSA-N
OSM-S-351	4	Pfal IC50 (Syngene)	0.259	=			0.259											Clc1cccc(c1Cl)c2nnc3cncc(OCCc4ccccc4)n23	NMFGGQYGCNANQR-UHFFFAOYSA-N
OSM-S-352	4	Pfal IC50 (Syngene)	0.366	=			0.366											Fc1ccc(cc1)c2nnc3cncc(OCCc4ccccc4)n23	QCWQNZCCYWUBQM-UHFFFAOYSA-N
OSM-S-353	4	Pfal IC50 (Syngene)	0.073	=			0.073	0.134										OCC(COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccccc4	MGANJQKOPZQELF-UHFFFAOYSA-N
OSM-S-353	4	Pfal IC50 (Dundee)	0.134	=			0.073	0.134										OCC(COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccccc4	MGANJQKOPZQELF-UHFFFAOYSA-N
OSM-S-359	4	Pfal IC50 (Syngene)	10	>			>10											FC(F)Oc1ccc(cc1)c2nnc3cncc(SCc4ccccc4)n23	KEZIWQVAJDNGBM-UHFFFAOYSA-N
OSM-S-360	4	Pfal IC50 (Syngene)	2.5	>			>2.5											FC(F)Oc1ccc(cc1)c2nnc3cncc(S(=O)Cc4ccccc4)n23	HSYPMILIAZBMAQ-UHFFFAOYSA-N
OSM-S-361	4	Pfal IC50 (Syngene)	10	>			>10											FC(F)Oc1ccc(cc1)c2nnc3cncc(n23)S(=O)(=O)Cc4ccccc4	OCXPXTXAACVDON-UHFFFAOYSA-N
OSM-S-362	4	Pfal IC50 (Syngene)	10	>			>10											FC(F)Oc1ccc(cc1)c2nnc3cncc(n4cc(nn4)c5ccccc5)n23	WUWMNWSXMOOYGG-UHFFFAOYSA-N
OSM-S-364	4	Pfal IC50 (Dundee)	10	>				>10										FC(F)Oc1ccc(cc1)c2nnc3cncc(S(=O)CCc4ccccc4)n23	XRLPEWWQEWQISU-UHFFFAOYSA-N
OSM-S-365	4	Pfal IC50 (Dundee)	10	>				>10										FC(F)Oc1ccc(cc1)c2nnc3cncc(n23)S(=O)(=O)CCc4ccccc4	VHMNWOXAYNBRAI-UHFFFAOYSA-N
OSM-S-366	4	Pfal IC50 (Dundee)	0.521	=	0.2621			0.521										Fc1ccc(CCOc2cncc3nnc(c4ccc(nc4)C(F)(F)F)n23)cc1F	GIBSJTKADOSTIA-UHFFFAOYSA-N
OSM-S-367	4	Pfal IC50 (Dundee)	9.791	=	5			9.791										FC(F)Oc1ccc(cc1)c2nnc3cncc(C(=O)Nc4ccc(Cl)cc4)n23	CAFUHAVOTBMKAN-UHFFFAOYSA-N
OSM-S-368	4	Pfal IC50 (Dundee)	2.239	=				2.239										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCc4ccccc4)n23	BHCAOWNYTVGIBQ-UHFFFAOYSA-N
OSM-S-369	4	Pfal IC50 (Dundee)	0.251	=				0.251, 0.301, 0.534										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCCc4ccccc4)n23	AVBCIJLYABLIRW-UHFFFAOYSA-N
OSM-S-369	4	Pfal IC50 (Dundee)	0.301	=				0.251, 0.301, 0.534										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCCc4ccccc4)n23	AVBCIJLYABLIRW-UHFFFAOYSA-N
OSM-S-369	4	Pfal IC50 (Dundee)	0.534	=				0.251, 0.301, 0.534										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCCc4ccccc4)n23	AVBCIJLYABLIRW-UHFFFAOYSA-N
